Role,jobtitle,company,city,state,country,language,formattedLocation,source,date,snippet,url,onmousedown,latitude,longitude,jobkey,sponsored,expired,indeedApply,formattedLocationFull,formattedRelativeTime,stations
Network Engineer,System Administrator,Acuity Consultants,Cape Town,WC,ZA,en,"Cape Town, Western Cape",Acuity Consultants,06/09/2019 07:07,"Experience with Hypervisors, storage <b>networks</b>, web servers, load balancers. Using your scripting and problem-solving skills you will be exposed to DevOps…",http://www.indeed.co.za/viewjob?jk=445bb078ee1023ee&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav-mffMyGHnjMg9lViyIWBMyiNT7gNvkuUfJW4oNIIlpdEmZc3Hf-vDo2TU7RINFg80&indpubnum=9091824477922251&atk=1dlmli26eovv9800,"indeed_clk(this,'4542');",-33.91667,18.41667,445bb078ee1023ee,FALSE,FALSE,TRUE,"Cape Town, Western Cape",20 days ago,
Data Analyst,Risk and Performance Analyst,RisCura,Cape Town,WC,ZA,en,"Cape Town, Western Cape",RisCura,06/09/2019 08:53,Assist <b>analysts</b> responsible for <b>data</b> processing. Assist <b>analysts</b> responsible for <b>data</b> management. Safeguards integrity of sensitive client <b>data</b>.,http://www.indeed.co.za/viewjob?jk=65d0631d778c7f60&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZqceCUD7Tu1It5U_McfMPdk&indpubnum=9091824477922251&atk=1dlmkfvakovv9800,"indeed_clk(this,'7491');",-33.91667,18.41667,65d0631d778c7f60,FALSE,FALSE,FALSE,"Cape Town, Western Cape",20 days ago,
Data Analyst,Senior Data Analyst,Armstrong Appointments,Sandton,GP,ZA,en,"Sandton, Gauteng",Armstrong Appointments,06/09/2019 09:01,"Audit firm <b>data</b> analysis background. Conduct Game Engine Testing (GET) reviews for all product types, including Slots, Roulette, Video Poker, Blackjack and…",http://www.indeed.co.za/viewjob?jk=861cd2bcfc69286b&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZts0OTHg-H0dr9hUysx4VU8&indpubnum=9091824477922251&atk=1dlmkg6hdf2hb801,"indeed_clk(this,'4877');",-26.101385,28.04619,861cd2bcfc69286b,FALSE,FALSE,FALSE,"Sandton, Gauteng",20 days ago,
Network Engineer,Data Cabling Engineer - 10567,Gumtree.co.za,Cape Town,WC,ZA,en,"Cape Town, Western Cape",Gumtree ZA,06/09/2019 09:28,"Terminating / Testing / Fibre Optic / Fibre Splicing / <b>Network</b> Cabling / Moves,. Ltd is a specialist ICT, Telecoms & Structured Cabling business, currently.",http://www.indeed.co.za/viewjob?jk=12c26e7672ac4ca1&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav-mffMyGHnjMg9lViyIWBMyiNT7gNvkuUfJW4oNIIlpdC8H_rRLJjWFl55DIZ4MEA0&indpubnum=9091824477922251&atk=1dlmlhs53ovv9801,"indeed_clk(this,'8355');",-33.91667,18.41667,12c26e7672ac4ca1,FALSE,FALSE,FALSE,"Cape Town, Western Cape",20 days ago,
Network Engineer,Senior Product Manager Healthcare,CompuGroup Medical PTYLtd,,WC,ZA,en,"City of Cape Town, Western Cape",Best Jobs South Africa,06/09/2019 09:33,"Representing the THE COMPANY in the relevant stake holder groups, associations and <b>networks</b>. Together with the team of Product Managers, Product Owners, Systems…",http://www.indeed.co.za/viewjob?jk=43d07c187305ca5a&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav-mffMyGHnjMg9lViyIWBMyiNT7gNvkuUfJW4oNIIlpdBC9aJ6CryehIo8cZ4PbHMM&indpubnum=9091824477922251&atk=1dlmlhtf1f2hb801,"indeed_clk(this,'9697');",-33.913128,18.09561,43d07c187305ca5a,FALSE,FALSE,FALSE,"City of Cape Town, Western Cape",20 days ago,
Network Engineer,IT Engineer,HotelJobs.co.za,Cape Town,WC,ZA,en,"Cape Town, Western Cape",HotelJobs.co.za,06/09/2019 12:12,"§ Responsible for all aspects of the Hotel <b>network</b>, including hardware, software and outsourced support. Salary to be discussed during the interview.",http://www.indeed.co.za/viewjob?jk=9a2100894fdc9085&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav-mffMyGHnjMg9lViyIWBMyiNT7gNvkuUfJW4oNIIlpdH6_b6rY9Naw84zniMDuy4M&indpubnum=9091824477922251&atk=1dlmlhlhcbinr801,"indeed_clk(this,'1580');",-33.91667,18.41667,9a2100894fdc9085,FALSE,FALSE,FALSE,"Cape Town, Western Cape",20 days ago,
Data Analyst,Digital Project Manager,Accenture,,GP,ZA,en,Gauteng,Accenture,06/09/2019 13:36,O Continually identify ways to improve <b>data</b> management within the operational and function context within which you work and share these with the corporate DTC…,http://www.indeed.co.za/viewjob?jk=c147c6062f0fa469&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZjPEuce1r3q77sHHTMzLHjA&indpubnum=9091824477922251&atk=1dlmkg0ljbinr800,"indeed_clk(this,'8866');",,,c147c6062f0fa469,FALSE,FALSE,FALSE,Gauteng,20 days ago,
Data Analyst,Data Analyst,Praesignis,Johannesburg,GP,ZA,en,"Johannesburg, Gauteng",Praesignis,06/09/2019 13:50,<b>Data</b> <b>Analyst</b> to assist with analysis for various MI and Analytics projects for a client based in Johannesburg. Identifying pattens and trends in <b>data</b> sets.,http://www.indeed.co.za/viewjob?jk=9cb8a8936c114902&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZplugoUT79XyOQKi27KzKQ8&indpubnum=9091824477922251&atk=1dlmkfr62f1b3800,"indeed_clk(this,'3250');",-26.20227,28.04363,9cb8a8936c114902,FALSE,FALSE,FALSE,"Johannesburg, Gauteng",20 days ago,
Data Analyst,"Sports Quantitative Analyst – Gaming, Betting, & Gambling",Initiate international,East London,EC,ZA,en,"East London, Eastern Cape",Initiate international,06/09/2019 13:56,"The Sports Quantitative <b>Analyst</b> in London, UK will be expected to research recent advances, updating to better extract signals from noisy <b>data</b> as well as design…",http://www.indeed.co.za/viewjob?jk=968729d7086176cb&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZh-YX-wD0SlpmCSARE5EhzI&indpubnum=9091824477922251&atk=1dlmkgh41f1b3802,"indeed_clk(this,'5713');",-33.02916,27.854586,968729d7086176cb,FALSE,FALSE,TRUE,"East London, Eastern Cape",20 days ago,
Data Analyst,System Analyst - Java and PHP,Outcor Recruitment (PTY) LTD,Johannesburg,GP,ZA,en,"Johannesburg, Gauteng",Ditto Jobs ATS,06/09/2019 14:17,Oversee the implementation of the new system including <b>data</b> migration. A leader in innovative weather solutions is currently looking for a Systems <b>Analyst</b> with…,http://www.indeed.co.za/viewjob?jk=0f2e3659ac0627b1&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZgSUXs_-837KfFaVIzddFK4&indpubnum=9091824477922251&atk=1dlmkg4k8olnf800,"indeed_clk(this,'2919');",-26.20227,28.04363,0f2e3659ac0627b1,FALSE,FALSE,FALSE,"Johannesburg, Gauteng",19 days ago,
Data Analyst,Software Quality Analyst,Datafin IT Recruitment,Cape Town,WC,ZA,en,"Cape Town, Western Cape",Datafin IT Recruitment,06/09/2019 14:42,A dynamic provider of cutting-edge tech solutions seeks the expertise of a Software Quality <b>Analyst</b> to join its team. Follows prescribed processes and workflow.,http://www.indeed.co.za/viewjob?jk=b191018415bb144a&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZr0EbF7-cqBPhXdvdk1VMY0&indpubnum=9091824477922251&atk=1dlmkgb5pbm9h801,"indeed_clk(this,'9625');",-33.91667,18.41667,b191018415bb144a,FALSE,FALSE,FALSE,"Cape Town, Western Cape",19 days ago,
Network Engineer,Field Service Technician,Network Recruitment,Johannesburg North,GP,ZA,en,"Johannesburg North, Gauteng",Network Recruitment,06/09/2019 14:49,"A minimum of 2 years’ experience as a Field Service <b>Engineer</b>. The Field Service Technician will travel nationwide, conducting site visits, where the duties…",http://www.indeed.co.za/viewjob?jk=4cded4b4abf78171&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav-mffMyGHnjMg9lViyIWBMyiNT7gNvkuUfJW4oNIIlpdBC9aJ6CryehIo8cZ4PbHMM&indpubnum=9091824477922251&atk=1dlmlhtf1f2hb801,"indeed_clk(this,'9697');",-26.043566,27.976135,4cded4b4abf78171,FALSE,FALSE,FALSE,"Johannesburg North, Gauteng",19 days ago,
Data Analyst,Supply Chain Analyst - FMCG,Manpower Group,Johannesburg,GP,ZA,en,"Johannesburg, Gauteng",Manpower Group,06/09/2019 15:46,"Big <b>data</b> analysis relevant to supply chain and distribution; Gather and interpret relevant <b>data</b> (costs, productivity, demand patterns, etc.).",http://www.indeed.co.za/viewjob?jk=1e47bbdbf26940ae&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZjPEuce1r3q77sHHTMzLHjA&indpubnum=9091824477922251&atk=1dlmkg0ljbinr800,"indeed_clk(this,'8866');",-26.20227,28.04363,1e47bbdbf26940ae,FALSE,FALSE,FALSE,"Johannesburg, Gauteng",19 days ago,
Data Analyst,Business Analyst,Data Centrix,Midrand,GP,ZA,en,"Midrand, Gauteng",Executive Placements,06/09/2019 16:00,The BA would be used for the following:-. To work within an Agile and Hybrid Waterfall /SDLC environment. Predominantly in the software development lifecycle…,http://www.indeed.co.za/viewjob?jk=513c1ab18cace6b4&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZmDnNgCn308g1QeW18pqoTM&indpubnum=9091824477922251&atk=1dlmkg1asf2hb800,"indeed_clk(this,'9547');",-25.96361,28.13778,513c1ab18cace6b4,FALSE,FALSE,FALSE,"Midrand, Gauteng",19 days ago,
Data Analyst,Product Manager (Huawei),Data Centrix,Midrand,GP,ZA,en,"Midrand, Gauteng",Executive Placements,06/09/2019 16:00,"Submit Weekly/Monthly/quarterly reports as required by management, vendors and <b>analysts</b>. Business Strategy Development and Execution.",http://www.indeed.co.za/viewjob?jk=0d794e6ebfd0b671&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZoWi4HbX7r8xjdChchUB7Sg&indpubnum=9091824477922251&atk=1dlmkg7sdolnf800,"indeed_clk(this,'6253');",-25.96361,28.13778,0d794e6ebfd0b671,FALSE,FALSE,FALSE,"Midrand, Gauteng",19 days ago,
Network Engineer,Electrical Sales Engineer,Network Engineering Menlyn,Pretoria,GP,ZA,en,"Pretoria, Gauteng",Job Placements,06/09/2019 16:01,I specialise in placing Electrical Sales <b>Engineers</b> in the market and I am always on the look out for sales talent to help them find their next dream job.,http://www.indeed.co.za/viewjob?jk=2ade8d6bf9006c9e&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav-mffMyGHnjMg9lViyIWBMyiNT7gNvkuUfJW4oNIIlpdEhVU5OMsyiEhk5Kl1ctBJE&indpubnum=9091824477922251&atk=1dlmlhve6binr800,"indeed_clk(this,'1717');",-25.74486,28.18783,2ade8d6bf9006c9e,FALSE,FALSE,FALSE,"Pretoria, Gauteng",19 days ago,
Network Engineer,"Network Support Engineer, CIV (Bilingual)",Main One,,,NG,en,Nigeria,Main One,06/09/2019 16:16,"The <b>Network</b> Support <b>Engineer</b> will be responsible for the first line <b>network</b> monitoring, surveillance and fault management support on the elements and components…",http://ng.indeed.com/viewjob?jk=66de2abacc9b010a&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav9Z5rccNxr3SUZXA0YgkY9vPcdQlfEtulsIynrXotCnNzxt0p7UwqIy1H80Nf_itq4&indpubnum=9091824477922251&atk=1dlmliarb47ph800,"indeed_clk(this,'3401');",,,66de2abacc9b010a,FALSE,FALSE,FALSE,Nigeria,19 days ago,
Data Analyst,Business Intelligence Developer/Analyst,Tenacity Financial Services,Northern Suburbs,WC,ZA,en,"Northern Suburbs, Western Cape",Tenacity Financial Services,06/09/2019 16:52,"Minimum 2 years’ experience in a <b>Data</b> Management / BI <b>Analyst</b>/ BI Developer role / <b>Data</b> <b>Analyst</b>. Identify source <b>data</b>, source systems and <b>data</b> mapping required…",http://www.indeed.co.za/viewjob?jk=862468845cf3288b&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZsq0vLD0a6Y_SctkDRoRtzE&indpubnum=9091824477922251&atk=1dlmkftkqf1de800,"indeed_clk(this,'5769');",-33.85409,18.5977,862468845cf3288b,FALSE,FALSE,FALSE,"Northern Suburbs, Western Cape",19 days ago,
Network Engineer,Specialist Software Engineer,Vodafone,Cape Town,WC,ZA,en,"Cape Town, Western Cape",Vodafone,06/09/2019 18:51,Software <b>Engineer</b> position is based within the Technology Business Unit. The mobile <b>networks</b> cover a total population of approximately 200 million people.,http://www.indeed.co.za/viewjob?jk=63ad4616091ab546&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav-mffMyGHnjMg9lViyIWBMyiNT7gNvkuUfJW4oNIIlpdBafkvKEbGFYVjZXrOLiTjw&indpubnum=9091824477922251&atk=1dlmlho69bmqo800,"indeed_clk(this,'4296');",-33.91667,18.41667,63ad4616091ab546,FALSE,FALSE,FALSE,"Cape Town, Western Cape",19 days ago,
Data Analyst,Technology Business Consultant Specialist,FIS Global,Sandton,GP,ZA,en,"Sandton, Gauteng 2196",FIS Global,06/09/2019 20:25,"Previous experience as an <b>analyst</b> programmer or developer. Analysing current systems and <b>data</b> to identify and understand new requirements, recognising the need…",http://www.indeed.co.za/viewjob?jk=4e6f80c7f0611d52&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZqceCUD7Tu1It5U_McfMPdk&indpubnum=9091824477922251&atk=1dlmkfvakovv9800,"indeed_clk(this,'7491');",-26.1,28.0667,4e6f80c7f0611d52,FALSE,FALSE,FALSE,"Sandton, Gauteng 2196",19 days ago,
Network Engineer,Help Desk Support Engineer,Datafin IT Recruitment,Cape Town,WC,ZA,en,"Cape Town, Western Cape",Datafin IT Recruitment,06/09/2019 20:42,Minimum 2 years’ experience in Desktop / <b>Network</b> / Hardware / Software support. Can handle clerical tasks and a keen eye for detail.,http://www.indeed.co.za/viewjob?jk=3ac559eb08e28fb6&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav-mffMyGHnjMg9lViyIWBMyiNT7gNvkuUfJW4oNIIlpdB4lF3xznmXFYW3cDMFUC5c&indpubnum=9091824477922251&atk=1dlmlhnghov7n800,"indeed_clk(this,'3601');",-33.91667,18.41667,3ac559eb08e28fb6,FALSE,FALSE,FALSE,"Cape Town, Western Cape",19 days ago,
Network Engineer,External Sales Engineer,Network Recruitment,Centurion,GP,ZA,en,"Centurion, Gauteng",Network Recruitment,06/09/2019 20:49,This technological company is looking for enthusiastic sales <b>engineers</b> that are experienced and knowledgeable to professionally sell a range of test and…,http://www.indeed.co.za/viewjob?jk=ca818391bb3f25e6&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav-mffMyGHnjMg9lViyIWBMyiNT7gNvkuUfJW4oNIIlpdEhVU5OMsyiEhk5Kl1ctBJE&indpubnum=9091824477922251&atk=1dlmlhve6binr800,"indeed_clk(this,'1717');",-25.87444,28.17056,ca818391bb3f25e6,FALSE,FALSE,FALSE,"Centurion, Gauteng",19 days ago,
Data Analyst,Test Analyst,Network Recruitment,Johannesburg,GP,ZA,en,"Johannesburg, Gauteng",Network Recruitment,06/09/2019 20:49,Results driven team is looking for Test Analsyt to add value to their team. Successful incumbent will be responsible for manual and automation testing of…,http://www.indeed.co.za/viewjob?jk=f91aa69a4c37f8a9&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZgSUXs_-837KfFaVIzddFK4&indpubnum=9091824477922251&atk=1dlmkg3vof1b3801,"indeed_clk(this,'2264');",-26.20227,28.04363,f91aa69a4c37f8a9,FALSE,FALSE,FALSE,"Johannesburg, Gauteng",19 days ago,
Network Engineer,Senior Logistics Engineer,Network Recruitment,Johannesburg North,GP,ZA,en,"Johannesburg North, Gauteng",Network Recruitment,06/09/2019 20:54,"Communicates opportunities for improvement in the distribution <b>network</b> / warehouse environment. Transport <b>Network</b> Optimization, Cost Analysis, Pricing,…",http://www.indeed.co.za/viewjob?jk=c60b1e5734698ad2&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav-mffMyGHnjMg9lViyIWBMyiNT7gNvkuUfJW4oNIIlpdEhVU5OMsyiEhk5Kl1ctBJE&indpubnum=9091824477922251&atk=1dlmlhve6binr800,"indeed_clk(this,'1717');",-26.043566,27.976135,c60b1e5734698ad2,FALSE,FALSE,FALSE,"Johannesburg North, Gauteng",19 days ago,
Network Engineer,Technical Service Manager,Laz Badirwane,Johannesburg,GP,ZA,en,"Johannesburg, Gauteng",JobVine.co.za,06/09/2019 20:56,"Manage a team of Service Supervisors, Field Service <b>Engineers</b> and Application Specialists 5. Capacity to develop a wide <b>network</b> of business contacts and use…",http://www.indeed.co.za/viewjob?jk=0537b9b118c2485f&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav-mffMyGHnjMg9lViyIWBMyiNT7gNvkuUfJW4oNIIlpdBC9aJ6CryehIo8cZ4PbHMM&indpubnum=9091824477922251&atk=1dlmlhtf1f2hb801,"indeed_clk(this,'9697');",-26.20227,28.04363,0537b9b118c2485f,FALSE,FALSE,FALSE,"Johannesburg, Gauteng",19 days ago,
Data Analyst,Public Health Analyst and Engagement Intern,eHealth4everyone,Abuja,FC,NG,en,Abuja,eHealth4everyone,06/09/2019 21:03,The Public Health <b>Analyst</b> and Engagement Intern will work within the public health sector. He/she analyses <b>data</b> related to public health issues and carries out…,http://ng.indeed.com/viewjob?jk=99eac2bfb77cecfc&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhiX_oyzwGyOD8OzPHbsD_KIae_jCRRz8xvs6YSlRzVjZn_wSMXYZhXudM3L6TNXotI&indpubnum=9091824477922251&atk=1dlmkgrkobmqo801,"indeed_clk(this,'6488');",9.076478,7.398574,99eac2bfb77cecfc,FALSE,FALSE,FALSE,Abuja,19 days ago,
Network Engineer,Systems Engineer 4-5 years experience,Gijima,Middelburg,MP,ZA,en,"Middelburg, Mpumalanga",Gijima,06/09/2019 21:29,Systems <b>Engineer</b> 4-5 years experience (MM/Systems <b>Engineer</b>). South Africa - Nkangala District - Middelburg - Middelburg North.,http://www.indeed.co.za/viewjob?jk=ae29353fd9691a71&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav-mffMyGHnjMg9lViyIWBMyiNT7gNvkuUfJW4oNIIlpdHRBUxqV-L_Kxn-d23xwG-s&indpubnum=9091824477922251&atk=1dlmli0qqole1800,"indeed_clk(this,'3145');",-25.78333,29.46667,ae29353fd9691a71,FALSE,FALSE,TRUE,"Middelburg, Mpumalanga",19 days ago,
Data Analyst,Sales Analyst,E&D Recruiters,Centurion,GP,ZA,en,"Centurion, Gauteng",Executive Placements,06/09/2019 22:00,Minimum of 2 years’ experience in a Sales <b>Analyst</b> environment. Prepares sales forecasts and collects and analyses <b>data</b> to evaluate current sales goals.,http://www.indeed.co.za/viewjob?jk=42327df3a0b7d217&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZhHM4AdWZE2KsyqCQqhKBuw&indpubnum=9091824477922251&atk=1dlmkg2lmf1b3800,"indeed_clk(this,'918');",-25.87444,28.17056,42327df3a0b7d217,FALSE,FALSE,FALSE,"Centurion, Gauteng",19 days ago,
Network Engineer,Field Service Technician,Network Engineering Menlyn,Johannesburg,GP,ZA,en,"Johannesburg, Gauteng",Job Placements,06/09/2019 22:01,"A minimum of 2 years’ experience as a Field Service <b>Engineer</b>. The Field Service Technician will travel nationwide, conducting site visits, where the duties…",http://www.indeed.co.za/viewjob?jk=c8ea5083adff37f7&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav-mffMyGHnjMg9lViyIWBMyiNT7gNvkuUfJW4oNIIlpdEKFiUN2vm03RR_Mvpr_Zjk&indpubnum=9091824477922251&atk=1dlmlhq5qobp8801,"indeed_clk(this,'6330');",-26.20227,28.04363,c8ea5083adff37f7,FALSE,FALSE,FALSE,"Johannesburg, Gauteng",19 days ago,
Data Analyst,MATHEMATICS OR STATISTICS DATA ANALYST GRADUATE (DURBAN),MPRTC Recruitment,Durban,ZN,ZA,en,"Durban, KwaZulu-Natal",MPRTC Recruitment,06/09/2019 22:15,An internationally recognized company dealing with information security management within the online gambling industry is seeking to employ a Mathematics or…,http://www.indeed.co.za/viewjob?jk=6ab1566322f06c82&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZsq0vLD0a6Y_SctkDRoRtzE&indpubnum=9091824477922251&atk=1dlmkftkqf1de800,"indeed_clk(this,'5769');",-29.85,31.01667,6ab1566322f06c82,FALSE,FALSE,FALSE,"Durban, KwaZulu-Natal",19 days ago,
Data Analyst,Business analyst,Pearson Frank,Cape Town,WC,ZA,en,"Cape Town, Western Cape",Pearson Frank,06/09/2019 22:32,"Enterprise, scaled web, big <b>data</b> etc. Being a Technical BA, you will be dealing with the end-to-end management of co-ordinated requirements across projects…",http://www.indeed.co.za/viewjob?jk=c46037c18084e562&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZpQuym500Gvejxkw6UJQycc&indpubnum=9091824477922251&atk=1dlmkg58vbm9h801,"indeed_clk(this,'3583');",-33.91667,18.41667,c46037c18084e562,FALSE,FALSE,FALSE,"Cape Town, Western Cape",19 days ago,
Data Analyst,Business Analyst,Telesure Careers,Fourways,GP,ZA,en,"Fourways, Gauteng",Telesure Careers,06/09/2019 22:46,3 years Business and/or Systems <b>analyst</b> experience. Business <b>Analyst</b> and/or Project Management qualification or certification. Must have worked on AS400.,http://www.indeed.co.za/viewjob?jk=2518b674d9174fed&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZsq0vLD0a6Y_SctkDRoRtzE&indpubnum=9091824477922251&atk=1dlmkfsrdolnf800,"indeed_clk(this,'4956');",-26.02111,28.00917,2518b674d9174fed,FALSE,FALSE,FALSE,"Fourways, Gauteng",19 days ago,
Data Analyst,Test Analyst,NETWORK IT BRUMA,Johannesburg,GP,ZA,en,"Johannesburg, Gauteng",Job Placements,07/09/2019 16:01,Results driven team is looking for Test Analsyt to add value to their team. Successful incumbent will be responsible for manual and automation testing of…,http://www.indeed.co.za/viewjob?jk=6196dde0559a1f08&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZts0OTHg-H0dr9hUysx4VU8&indpubnum=9091824477922251&atk=1dlmkg5t8f327801,"indeed_clk(this,'4232');",-26.20227,28.04363,6196dde0559a1f08,FALSE,FALSE,FALSE,"Johannesburg, Gauteng",18 days ago,
Data Analyst,BEE Analyst,ResRecruit- Recruitment Agency,Johannesburg,GP,ZA,en,"Johannesburg, Gauteng",Indeed,07/09/2019 16:54,Summarize <b>data</b> for review by Verification Manager. Act in the capacity of <b>Analyst</b> as defined by SANAS R47. Conduct BEE Verifications for clients in accordance…,http://www.indeed.co.za/viewjob?jk=231ab1bbc473e453&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZieyichK1c84SOZe0-8sAr0&indpubnum=9091824477922251&atk=1dlmkgefqbm9h800,"indeed_clk(this,'3018');",-26.20227,28.04363,231ab1bbc473e453,FALSE,FALSE,TRUE,"Johannesburg, Gauteng",18 days ago,
Network Engineer,IT Security Officer (Junior Officer),,Lagos,LA,NG,en,Lagos,NG Careers,07/09/2019 22:02,Managing <b>network</b> and / or <b>network</b> security. Prevent data loss and service interruptions by researching new technologies that will effectively protect the…,http://ng.indeed.com/viewjob?jk=511a78524bf87f09&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav9Z5rccNxr3SUZXA0YgkY9vPcdQlfEtulsIynrXotCnNzxt0p7UwqIy1H80Nf_itq4&indpubnum=9091824477922251&atk=1dlmliarb47ph800,"indeed_clk(this,'3401');",6.45407,3.39467,511a78524bf87f09,FALSE,FALSE,FALSE,Lagos,18 days ago,
Network Engineer,IT Security Manager,,Lagos,LA,NG,en,Lagos,NG Careers,07/09/2019 22:02,Managing <b>network</b> and / or <b>network</b> security. Prevent data loss and service interruptions by researching new technologies that will effectively protect the…,http://ng.indeed.com/viewjob?jk=f24bc344a7bc9f93&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav9Z5rccNxr3SUZXA0YgkY9vPcdQlfEtulsIynrXotCnNzxt0p7UwqIy1H80Nf_itq4&indpubnum=9091824477922251&atk=1dlmliarb47ph800,"indeed_clk(this,'3401');",6.45407,3.39467,f24bc344a7bc9f93,FALSE,FALSE,FALSE,Lagos,18 days ago,
Data Analyst,SharePoint/Office 365 Analyst,Simplified Methods Ltd.,Lagos,LA,NG,en,Lagos,Indeed,08/09/2019 09:15,"We are seeking a SharePoint/Office 365 <b>Analyst</b> to join our Team !. Some experience several limitations in terms of sharing processes, <b>data</b> and information…",http://ng.indeed.com/viewjob?jk=65664cf490dc2733&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhiX_oyzwGyOD8OzPHbsD_KIae_jCRRz8xvs6YSlRzVjZlaD0LCPKm9I7h8v0UqTIv8&indpubnum=9091824477922251&atk=1dlmkh1siovv9800,"indeed_clk(this,'2878');",6.45407,3.39467,65664cf490dc2733,FALSE,FALSE,TRUE,Lagos,18 days ago,
